Station.name,ws-53A,ws-borssele,ws-WN2,ws-42A,ws-HW6,ws-18,ws-16,ws-12A,ws-15,ws-6,ws-55,ws-13,ws-PVTSS,ws-4,ws-F42,ws-OGDL,ws-OG10,ws-11,ws-15A,ws-A1,ws-W7,ws-A3,ws-2C,ws-25A,ws-TRAWL,ws-F53,ws-12,ws-14,ws-A5,ws-STEEN,ws-25B,ws-23,ws-PPC,ws-DL12,ws-DL7,ws-25,ws-53,acoustic_project_code,Latitude,Longitude,Type,Array,Section
ws-PVTSS,24145.4738388914,3424.29679164376,18358.7426227119,24983.9701996795,25022.5195121666,9843.54533854826,8153.66773296443,5715.2934251781,1741.44099892474,1407.09871825583,24245.4672199291,641.424984678198,0,665.672277737637,25332.5095273372,16515.9472638541,17271.6030505728,1182.84851351508,2648.5324379773,3714.21053907829,18030.223039169,4745.55072703177,1948.52224709337,7570.89255291765,18314.4432863252,24094.0396423974,4701.12219379814,6805.19459492973,5876.89237082581,17395.9732886141,8926.4601770443,6691.06069052512,6228.40360806881,17398.7429610288,19547.1631473647,7363.81130474959,24294.0264044729,NA,NA,NA,NA,NA,NA
ws-4,23538.3786925579,4089.96906938139,18965.8377690454,24376.8750533461,24415.4243658331,9236.45019221477,7546.57258663094,5049.62114744046,1407.09871825583,741.426440518194,23638.3720735956,1307.09726241583,665.672277737637,0,24725.4143810037,17123.0424101876,17878.6981969063,1848.52079125272,1982.86016023966,3048.53826134066,18637.3181855025,4079.87844929413,2282.86452776228,6905.22027518001,18921.5384326587,23486.944496064,4035.4499160605,6198.09944859621,5211.22009308818,18003.0684349476,8319.36503071074,6025.38841278749,5562.73133033118,18005.8381073623,20154.2582936982,6698.13902701195,23686.9312581394,NA,NA,NA,NA,NA,NA
gn-8,109266.335399697,134840.280237956,151356.308616935,109504.871474259,110543.354597123,126633.663908347,127743.600971819,129387.794404809,132393.34585984,132000.507195796,108752.098774294,133346.105321881,132997.565994223,132390.47084789,109653.424039841,149513.513258077,150269.169044796,133653.220325101,131983.362463632,131956.20785941,151027.789033393,131446.231082164,133101.819223419,128867.807755506,151312.009280549,109814.86148943,130139.182268567,128594.982216614,130977.678629355,150393.539282838,127716.446367597,130143.442116724,131826.184862201,150396.308955252,152544.729141588,129367.774660695,109614.874727354,2019_Grotenete,51.070653,4.851284,Hydrophone,A1,River
ws-F42,2065.69265950754,27175.2237710699,43691.2521500491,641.424984678198,948.507688686251,18968.607441461,20078.5445049332,21722.7379379227,24728.2893929538,24335.4507289102,3024.29096828048,25681.0488549948,25332.5095273372,24725.4143810037,0,41848.456791191304,42604.1125779101,25988.1638582152,24318.3059967455,24291.1513925241,43362.7325665063,23781.1746152781,25436.7627565328,21202.7512886199,43646.9528136625,1589.93267336445,22474.1258016806,20929.9257497281,23312.6221624688,42728.4828159514,20051.3899007112,22478.3856498385,24161.1283953149,42731.2524883661,44879.672674702,21702.7181938086,1507.10017409723,NA,NA,NA,NA,NA,NA
ws-OGDL,40661.4211027454,14848.9644143338,5449.62697080308,41499.9174635336,41538.4667760207,26359.4926024022,24669.6149968184,22114.0864262238,17120.1673982375,17513.0060622811,40761.4144837831,16167.4079361964,16515.9472638541,17123.0424101876,41848.456791191304,0,1282.84996935574,15860.292932976,18110.0913365573,18882.8837806377,7656.7373357848,19972.8010999953,16411.6940346585,23793.954159751,4201.10683979191,40609.9869062515,20865.6066692274,23321.1418587837,21104.1427437892,8125.41898544189,25442.4074408982,22269.7738519132,20752.7284041829,882.795697174772,3031.21588351066,23293.9872545623,40809.973668327,NA,NA,NA,NA,NA,NA
ws-OG10,41417.0768894642,15604.6202010525,6566.81194162437,42255.5732502524,42294.1225627395,27115.148389121,25425.2707835372,22869.7422129425,17875.8231849563,18268.6618489998,41517.0702705019,16923.0637229152,17271.6030505728,17878.6981969063,42604.1125779101,1282.84996935574,0,16615.9487196948,18865.747123276,19638.5395673565,8773.92230660609,20728.456886714,17167.3498213773,24549.6099464697,5259.71467920911,41365.6426929703,21621.2624559462,24076.7976455025,21859.798530508,9242.60395626318,26198.063227617,23025.429638632,21508.3841909017,1248.51205620879,2665.5318236897,24049.6430412811,41565.6294550458,NA,NA,NA,NA,NA,NA
ws-11,24801.1281697694,2241.44827812867,17703.0882918339,25639.6245305576,25678.1738430446,10499.1996694263,8867.8991952468,6898.14193869318,2841.4570131726,2589.94723177091,24901.1215508071,541.423528836885,1182.84851351508,1848.52079125272,25988.1638582152,15860.292932976,16615.9487196948,0,3831.38095149238,4897.05905259338,17623.1146549103,5928.39924054685,1048.49299492093,8753.74106643273,17658.7889554472,24749.6939732755,5883.97070731322,7812.31171423257,7059.74088434089,17154.5622021015,9933.57729634714,7873.9092040402,7411.25212158389,16743.0886301508,18891.5088164867,8546.65981826467,24949.6807353509,NA,NA,NA,NA,NA,NA
ws-15A,23131.2703082997,6072.82922962105,19952.8866954151,23969.7666690879,24008.3159815749,8249.40126584505,6559.52366026122,4003.99508966653,989.923938319781,1241.43371972147,23231.2636893375,3289.9574226555,2648.5324379773,1982.86016023966,24318.3059967455,18110.0913365573,18865.747123276,3831.38095149238,0,1065.678101101,19624.3671118722,2097.01828905447,4100.05968946777,5683.86282319374,19908.5873590284,23079.8361118058,2755.51533267015,5211.05052222649,3228.35993284852,18990.1173613173,7332.31610434099,4159.68251535599,3579.87117009152,18992.887033732,21141.3072200679,5183.89591800511,23279.8228738813,NA,NA,NA,NA,NA,NA
ws-A1,23104.1157040783,7138.50733072205,20725.6791394955,23942.6120648665,23981.1613773536,7476.60882176463,5786.7312161808,3231.20264558611,2055.60203942078,2307.11182082246,23204.1090851161,4355.63552375649,3714.21053907829,3048.53826134066,24291.1513925241,18882.8837806377,19638.5395673565,4897.05905259338,1065.678101101,0,20397.1595559526,1089.91731935759,5165.7377905685,4911.07037911331,20681.3798031089,23052.6815075844,1982.72288858973,4438.25807814607,2221.2589631516,19762.9098053977,6559.52366026057,3386.89007127553,2514.19306899052,19765.6794778125,21914.0996641483,4411.10347392469,23252.6682696599,NA,NA,NA,NA,NA,NA
ws-W7,42175.6968780604,18434.456411477,2207.11036498173,43014.1932388486,43052.7425513357,27873.7683777172,26183.8907721334,23628.3622015387,18634.4431735524,19027.281837596,42275.6902590981,17681.6837115115,18030.223039169,18637.3181855025,43362.7325665063,7656.7373357848,8773.92230660609,17623.1146549103,19624.3671118722,20397.1595559526,0,21487.0768753102,18671.6076498311,25308.2299350659,3514.20762739699,42124.2626815664,22379.8824445423,24835.4176340987,22618.4185191042,1131.34164379471,26956.6832162132,23784.0496272282,22267.0041794979,7525.4102503973,7338.5102424027,24808.2630298773,42324.2494436419,NA,NA,NA,NA,NA,NA
ws-A3,22594.1389268323,8169.84751867552,21815.5964588531,23432.6352876205,23471.1846001075,6386.69150240704,4696.81389682322,2141.28532622852,3086.94222737425,3338.45200877594,22694.13230787,5386.97571170997,4745.55072703177,4079.87844929413,23781.1746152781,19972.8010999953,20728.456886714,5928.39924054685,2097.01828905447,1089.91731935759,21487.0768753102,0,6197.07797852197,3821.15305975573,21771.2971224664,22542.7047303384,1307.04881359754,3348.34075878848,1131.34164379405,20852.8271247553,5469.60634090298,2296.97275191794,1482.85288103705,20855.59679717,23004.0169835059,3321.1861545671,22742.6914924138,NA,NA,NA,NA,NA,NA
ws-2C,24249.727068087,1972.76954015355,18254.4893935163,25088.2234288751,25126.7727413622,10416.415618977,9136.57793322192,7166.8206766683,3689.96324601812,2941.45846901326,24349.7204491247,1389.9297616824,1948.52224709337,2282.86452776228,25436.7627565328,16411.6940346585,17167.3498213773,1048.49299492093,4100.05968946777,5165.7377905685,18671.6076498311,6197.07797852197,0,9022.41980440784,18210.1900571297,24198.292871593,6152.64944528834,8080.99045220768,7328.41962231601,18203.0551970224,10202.2560343223,8142.58794201532,7679.93085955901,17294.4897318332,19442.9099181691,8815.33855623979,24398.2796336685,NA,NA,NA,NA,NA,NA
s-4c,70287.5282126771,95861.4730509355,112377.501429915,70526.064287239,71564.5474101033,87654.8567213265,88764.7937847989,90408.9872177884,93414.5386728196,93021.700008776,69773.291587274,94367.2981348605,94018.7588072029,93411.6636608695,70674.6168528212,110534.706071057,111290.361857775,94674.4131380809,93004.5552766114,92977.4006723899,112048.981846372,92467.4238951439,94123.0120363985,89889.0005684858,112333.202093528,70836.0543024096,91160.3750815464,89616.175029594,91998.8714423346,111414.732095817,88737.6391805771,91164.6349297043,92847.3776751807,111417.501768232,113565.921954567,90388.9674736744,70636.0675403341,zeeschelde,51.07363,4.19007,Hydrophone,A1,River
s-4b,72877.4512200392,98451.3960582976,114967.424437277,73115.987294601,74154.4704174653,90244.7797286886,91354.716792161,92998.9102251505,96004.4616801817,95611.6230161381,72363.2145946361,96957.2211422226,96608.681814565,96001.5866682316,73264.5398601831,113124.629078419,113880.284865138,97264.336145443,95594.4782839735,95567.323679752,114638.904853734,95057.346902506,96712.9350437606,92478.9235758479,114923.12510089,73425.9773097717,93750.2980889085,92206.0980369561,94588.7944496967,114004.655103179,91327.5621879391,93754.5579370664,95437.3006825428,114007.424775594,116155.844961929,92978.8904810365,73225.9905476962,zeeschelde,51.05593,4.20024,Hydrophone,A1,River
s-4a,76215.8870792092,101789.831917468,118305.860296447,76454.423153771,77492.9062766353,93583.2155878587,94693.152651331,96337.3460843205,99342.8975393517,98950.0588753081,75701.6504538061,100295.657001393,99947.1176737351,99340.0225274016,76602.9757193532,116463.064937589,117218.720724308,100602.772004613,98932.9141431435,98905.759538922,117977.340712904,98395.782761676,100051.370902931,95817.3594350179,118261.56096006,76764.4131689417,97088.7339480785,95544.5338961261,97927.2303088667,117343.090962349,94665.9980471091,97092.9937962364,98775.7365417128,117345.860634764,119494.280821099,96317.3263402065,76564.4264068662,zeeschelde,51.03203,4.18166,Hydrophone,A1,River
s-5,67631.9335878191,93205.8784260774,109721.906805057,67870.4696623809,68908.9527852453,84999.2620964684,86109.1991599407,87753.3925929303,90758.9440479615,90366.1053839179,67117.696962416,91711.7035100024,91363.1641823448,90756.0690360114,68019.0222279631,107879.111446199,108634.767232917,92018.8185132228,90348.9606517533,90321.8060475318,109393.387221514,89811.8292702858,91467.4174115404,87233.4059436277,109677.60746867,68180.4596775515,88504.7804566884,86960.5804047359,89343.2768174765,108759.137470959,86082.044555719,88509.0403048462,90191.7830503226,108761.907143373,110910.327329709,87733.3728488163,67980.4729154761,zeeschelde,51.09258,4.17083,Hydrophone,A1,River
ws-25A,20015.7156001741,10995.1893445614,25636.7495186089,20854.2119609623,20892.7612734494,2565.53844265132,1124.20678368673,1855.59912773955,6673.78676151348,6280.94809746998,20115.7089812119,8212.31753759584,7570.89255291765,6905.22027518001,21202.7512886199,23793.954159751,24549.6099464697,8753.74106643273,5683.86282319374,4911.07037911331,25308.2299350659,3821.15305975573,9022.41980440784,0,25592.4501822221,19964.2814036802,2928.34749052359,941.429352200162,2689.81141596175,24673.980184511,1648.45328114725,1524.18030783779,3041.22575556809,24676.7498569257,26825.1700432616,499.96690518863,20164.2681657556,NA,NA,NA,NA,NA,NA
ws-TRAWL,42459.9171252166,16647.4604368049,1307.09726241526,43298.4134860049,43336.9627984919,28157.9886248734,26468.1110192896,23912.5824486949,18918.6634207087,19311.5020847522,42559.9105062544,17965.9039586676,18314.4432863252,18921.5384326587,43646.9528136625,4201.10683979191,5259.71467920911,17658.7889554472,19908.5873590284,20681.3798031089,3514.20762739699,21771.2971224664,18210.1900571297,25592.4501822221,0,42408.4829287227,22664.1026916986,25119.6378812549,22902.6387662604,3982.88927705407,27240.9034633694,24068.2698743844,22551.2244266541,4011.20262300032,3824.30261500572,25092.4832770335,42608.4696907981,NA,NA,NA,NA,NA,NA
ws-F53,724.257483944762,25936.7538861301,42452.7822651094,948.507688686251,2041.44536644736,17730.1375565212,18840.0746199934,20484.2680529829,23489.8195080141,23096.9808439705,1765.68829198492,24442.5789700551,24094.0396423974,23486.944496064,1589.93267336445,40609.9869062515,41365.6426929703,24749.6939732755,23079.8361118058,23052.6815075844,42124.2626815664,22542.7047303384,24198.292871593,19964.2814036802,42408.4829287227,0,21235.6559167408,19691.4558647884,22074.152277529,41490.0129310116,18812.9200157714,21239.9157648987,22922.6585103752,41492.7826034263,43641.2027897622,20464.2483088688,199.986762075452,NA,NA,NA,NA,NA,NA
ws-12,21287.0901132348,8125.41898544189,22708.4020280853,22125.586474023,22164.13578651,5493.88593317491,3804.00832759108,1248.47975699638,3745.4392709899,3352.60060694639,21387.0834942725,5342.54717847634,4701.12219379814,4035.4499160605,22474.1258016806,20865.6066692274,21621.2624559462,5883.97070731322,2755.51533267015,1982.72288858973,22379.8824445423,1307.04881359754,6152.64944528834,2928.34749052359,22664.1026916986,21235.6559167408,0,2455.53518955635,1424.26767482934,21745.6326939874,4576.80077167085,1989.93849672699,2272.77390767552,21748.4023664022,23896.822552738,2662.68911095145,21435.6426788163,NA,NA,NA,NA,NA,NA
ws-14,19742.8900612823,10053.7599923612,25163.9372176416,20581.3864220705,20619.9357345576,3038.35074361856,1348.47313803474,1207.05543255996,6200.97446054624,5808.1357965027,19842.8834423201,7270.88818539568,6805.19459492973,6198.09944859621,20929.9257497281,23321.1418587837,24076.7976455025,7812.31171423257,5211.05052222649,4438.25807814607,24835.4176340987,3348.34075878848,8080.99045220768,941.429352200162,25119.6378812549,19691.4558647884,2455.53518955635,0,2382.69641274066,24201.1678835438,2121.26558211457,1548.45990011034,3231.2026455868,24203.9375559585,26352.3577422943,1065.678101101,19891.4426268638,NA,NA,NA,NA,NA,NA
ws-A5,22125.586474023,9301.18916246957,22946.9381026471,22964.0828348112,23002.6321472982,5255.34985861307,3565.47225302924,1589.8842245461,4218.2838711683,4469.79365256998,22225.5798550607,6518.31735550401,5876.89237082581,5211.22009308818,23312.6221624688,21104.1427437892,21859.798530508,7059.74088434089,3228.35993284852,2221.2589631516,22618.4185191042,1131.34164379405,7328.41962231601,2689.81141596175,22902.6387662604,22074.152277529,1424.26767482934,2382.69641274066,0,21984.1687685493,4338.264697109,1165.63110812396,848.506232846173,21986.938440964,24135.3586272999,2189.84451077312,22274.1390396045,NA,NA,NA,NA,NA,NA
ws-STEEN,41541.4471275055,17965.9039586683,2924.28951244048,42379.9434882937,42418.4928007808,27239.5186271623,25549.6410215785,22994.1124509838,18000.1934229976,18393.0320870411,41641.4405085432,17047.4339609567,17395.9732886141,18003.0684349476,42728.4828159514,8125.41898544189,9242.60395626318,17154.5622021015,18990.1173613173,19762.9098053977,1131.34164379471,20852.8271247553,18203.0551970224,24673.980184511,3982.88927705407,41490.0129310116,21745.6326939874,24201.1678835438,21984.1687685493,0,26322.4334656583,23149.7998766733,21632.754428943,7994.09190005439,7807.19189205979,24174.0132793224,41689.999693087,NA,NA,NA,NA,NA,NA
ws-25B,18864.3542122654,12175.0255744758,27285.2027997561,19702.8505730535,19741.3998855406,1082.78245925022,1065.67810110034,3328.32101467446,8322.24004266073,7929.4013786172,18964.3475933031,9392.15376751025,8926.4601770443,8319.36503071074,20051.3899007112,25442.4074408982,26198.063227617,9933.57729634714,7332.31610434099,6559.52366026057,26956.6832162132,5469.60634090298,10202.2560343223,1648.45328114725,27240.9034633694,18812.9200157714,4576.80077167085,2121.26558211457,4338.264697109,26322.4334656583,0,3172.63358898504,4689.67903671534,26325.203138073,28473.6233244088,2148.42018633588,19012.9067778469,NA,NA,NA,NA,NA,NA
ws-23,21291.3499613927,10115.3574821689,24112.5692107711,22129.8463221808,22168.3956346679,4089.7187504891,2399.84114490531,1224.26476314869,5149.60645367577,5283.96197226929,21391.3433424304,7332.48567520332,6691.06069052512,6025.38841278749,22478.3856498385,22269.7738519132,23025.429638632,7873.9092040402,4159.68251535599,3386.89007127553,23784.0496272282,2296.97275191794,8142.58794201532,1524.18030783779,24068.2698743844,21239.9157648987,1989.93849672699,1548.45990011034,1165.63110812396,23149.7998766733,3172.63358898504,0,1682.74274547646,23152.569549088,25300.9897354238,1024.21340264915,21439.9025269741,NA,NA,NA,NA,NA,NA
ws-PPC,22974.0927068691,9652.70039971257,22595.5237630408,23812.5890676573,23851.1383801443,5606.76419821941,4082.58389038174,2438.39045739224,4569.7951084113,4821.30488981298,23074.0860879068,6869.82859274701,6228.40360806881,5562.73133033118,24161.1283953149,20752.7284041829,21508.3841909017,7411.25212158389,3579.87117009152,2514.19306899052,22267.0041794979,1482.85288103705,7679.93085955901,3041.22575556809,22551.2244266541,22922.6585103752,2272.77390767552,3231.2026455868,848.506232846173,21632.754428943,4689.67903671534,1682.74274547646,0,21635.5241013577,23783.9442876935,2541.25885037946,23122.6452724506,NA,NA,NA,NA,NA,NA
rel_grotenete3,124678.329793264,150252.274631523,166768.303010502,124916.865867826,125955.34899069,142045.658301914,143155.595365387,144799.788798376,147805.340253407,147412.501589363,124164.093167861,148758.099715448,148409.56038779,147802.465241457,125065.418433408,164925.507651645,165681.163438364,149065.214718669,147395.356857199,147368.202252977,166439.783426959,146858.225475731,148513.813616986,144279.802149073,166724.003674116,125226.855882997,145551.176662134,144006.976610181,146389.673022922,165805.533676404,143128.440761165,145555.436510292,147238.179255768,165808.30334882,167956.723535155,144779.769054262,125026.869120921,2019_Grotenete,51.138881,4.996931,Release,A1,River
ws-DL12,41544.2167999202,15731.7601115085,5318.29988541558,42382.7131607084,42421.2624731955,27242.288299577,25552.4106939932,22996.8821233985,18002.9630954123,18395.8017594558,41644.2101809579,17050.2036333712,17398.7429610288,18005.8381073623,42731.2524883661,882.795697174772,1248.51205620879,16743.0886301508,18992.887033732,19765.6794778125,7525.4102503973,20855.59679717,17294.4897318332,24676.7498569257,4011.20262300032,41492.7826034263,21748.4023664022,24203.9375559585,21986.938440964,7994.09190005439,26325.203138073,23152.569549088,21635.5241013577,0,2148.42018633588,24176.7829517371,41692.7693655018,NA,NA,NA,NA,NA,NA
rel_grotenete2,124878.332704946,150452.277543205,166968.305922184,125116.868779507,126155.351902372,142245.661213596,143355.598277068,144999.791710057,148005.343165088,147612.504501045,124364.096079543,148958.102627129,148609.563299472,148002.468153138,125265.42134509,165125.510563326,165881.166350045,149265.21763035,147595.35976888,147568.205164659,166639.786338641,147058.228387413,148713.816528667,144479.805060755,166924.006585797,125426.858794678,145751.179573815,144206.979521863,146589.675934603,166005.536588086,143328.443672846,145755.439421973,147438.18216745,166008.306260501,168156.726446837,144979.771965943,125226.872032602,2019_Grotenete,51.139997,4.997392,Release,A1,River
ws-DL7,43692.6369862561,17880.1802978444,5131.39987742097,44531.1333470443,44569.6826595314,29390.7084859129,27700.8308803291,25145.3023097344,20151.3832817482,20544.2219457917,43792.6303672938,19198.6238197071,19547.1631473647,20154.2582936982,44879.672674702,3031.21588351066,2665.5318236897,18891.5088164867,21141.3072200679,21914.0996641483,7338.5102424027,23004.0169835059,19442.9099181691,26825.1700432616,3824.30261500572,43641.2027897622,23896.822552738,26352.3577422943,24135.3586272999,7807.19189205979,28473.6233244088,25300.9897354238,23783.9442876935,2148.42018633588,0,26325.203138073,43841.1895518376,NA,NA,NA,NA,NA,NA
ws-25,20515.6825053628,10788.1080963933,25136.7826134202,21354.1788661509,21392.728178638,3065.50534783995,1624.17368887536,1648.51787957149,6173.81985632485,5956.71258649376,20615.6758864005,8005.23628942779,7363.81130474959,6698.13902701195,21702.7181938086,23293.9872545623,24049.6430412811,8546.65981826467,5183.89591800511,4411.10347392469,24808.2630298773,3321.1861545671,8815.33855623979,499.96690518863,25092.4832770335,20464.2483088688,2662.68911095145,1065.678101101,2189.84451077312,24174.0132793224,2148.42018633588,1024.21340264915,2541.25885037946,24176.7829517371,26325.203138073,0,20664.2350709442,NA,NA,NA,NA,NA,NA
ws-53,641.424984677539,26136.7406482055,42652.7690271848,865.675189419029,2041.44536644736,17930.1243185966,19040.0613820689,20684.2548150584,23689.8062700895,23296.9676060459,1682.8557927177,24642.5657321305,24294.0264044729,23686.9312581394,1507.10017409723,40809.973668327,41565.6294550458,24949.6807353509,23279.8228738813,23252.6682696599,42324.2494436419,22742.6914924138,24398.2796336685,20164.2681657556,42608.4696907981,199.986762075452,21435.6426788163,19891.4426268638,22274.1390396045,41689.999693087,19012.9067778469,21439.9025269741,23122.6452724506,41692.7693655018,43841.1895518376,20664.2350709442,0,NA,NA,NA,NA,NA,NA
